
=== 采集时间: 2025-12-16 11:03:18 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-98	2	-58
2	0.0001	-102	6	-55
3	0.0002	-106	6	-49
4	0.0003	-101	13	-42
5	0.0004	-96	9	-54
6	0.0005	-97	10	-58
7	0.0006	-101	6	-54
8	0.0007	-102	5	-53
9	0.0008	-102	9	-53
10	0.0009	-101	5	-54
11	0.0010	-101	15	-54
12	0.0011	-102	13	-53
13	0.0012	-100	11	-50
14	0.0013	-104	13	-51
15	0.0014	-101	13	-50
16	0.0015	-93	19	-58
17	0.0016	-98	19	-55
18	0.0017	-106	7	-45
19	0.0018	-92	15	-53
20	0.0019	-91	14	-59
21	0.0020	-96	14	-50
22	0.0021	-104	14	-45
23	0.0022	-106	19	-42
24	0.0023	-96	20	-51
25	0.0024	-89	14	-54
26	0.0025	-97	11	-58
27	0.0026	-102	19	-46
28	0.0027	-104	19	-42
29	0.0028	-96	14	-47
30	0.0029	-98	10	-54
31	0.0030	-105	9	-50
32	0.0031	-108	15	-49
33	0.0032	-109	14	-45
34	0.0033	-106	9	-47
35	0.0034	-96	9	-58
36	0.0035	-101	7	-57
37	0.0036	-104	9	-46
38	0.0037	-101	13	-51
39	0.0038	-91	13	-55
40	0.0039	-91	3	-62
41	0.0040	-97	2	-59
42	0.0041	-102	9	-47
43	0.0042	-105	9	-45
44	0.0043	-102	6	-49
45	0.0044	-92	9	-59
46	0.0045	-92	13	-66
47	0.0046	-114	13	-50
48	0.0047	-111	19	-38
49	0.0048	-94	19	-46
50	0.0049	-96	11	-53
51	0.0050	-102	3	-47
52	0.0051	-108	13	-44
53	0.0052	-114	10	-45
54	0.0053	-106	9	-47
55	0.0054	-94	13	-54
56	0.0055	-101	15	-50
57	0.0056	-114	13	-38
58	0.0057	-104	16	-45
59	0.0058	-98	18	-54
60	0.0059	-102	9	-54
61	0.0060	-101	11	-58
62	0.0061	-98	11	-54
63	0.0062	-100	9	-46
64	0.0063	-96	18	-44
65	0.0064	-94	14	-55
66	0.0065	-96	9	-59
67	0.0066	-98	10	-62
68	0.0067	-102	14	-57
69	0.0068	-101	16	-50
70	0.0069	-97	10	-49
71	0.0070	-96	3	-54
72	0.0071	-93	6	-53
73	0.0072	-105	18	-47
74	0.0073	-101	23	-49
75	0.0074	-100	13	-51
76	0.0075	-96	10	-50
77	0.0076	-96	13	-51
78	0.0077	-100	19	-40
79	0.0078	-101	18	-49
80	0.0079	-101	9	-46
81	0.0080	-96	13	-53
82	0.0081	-94	13	-45
83	0.0082	-98	20	-42
84	0.0083	-85	23	-49
85	0.0084	-93	14	-49
86	0.0085	-98	15	-49
87	0.0086	-97	20	-47
88	0.0087	-91	22	-53
89	0.0088	-92	14	-50
90	0.0089	-98	7	-46
91	0.0090	-105	15	-42
92	0.0091	-101	13	-45
93	0.0092	-96	14	-49
94	0.0093	-92	18	-51
95	0.0094	-104	13	-45
96	0.0095	-109	13	-44
97	0.0096	-101	15	-54
98	0.0097	-94	10	-55
99	0.0098	-96	6	-50
100	0.0099	-105	13	-46

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	66	145	-58
2	0.001	-46	2765	-50
3	0.002	82	208	157
4	0.003	109	2316	230
5	0.004	177	-702	72
6	0.005	-43	60	-48
7	0.006	168	-175	202
8	0.007	34	1133	186
9	0.008	19	1476	137
10	0.009	-80	1095	-7
================================================================================

=== 采集时间: 2025-12-16 11:03:19 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-91	6	-57
2	0.0001	-92	11	-51
3	0.0002	-110	10	-45
4	0.0003	-98	18	-45
5	0.0004	-93	11	-55
6	0.0005	-100	9	-51
7	0.0006	-98	10	-47
8	0.0007	-108	7	-45
9	0.0008	-96	14	-53
10	0.0009	-94	6	-55
11	0.0010	-106	10	-51
12	0.0011	-105	15	-47
13	0.0012	-104	15	-44
14	0.0013	-92	13	-50
15	0.0014	-93	7	-54
16	0.0015	-102	9	-50
17	0.0016	-102	10	-45
18	0.0017	-105	10	-46
19	0.0018	-93	18	-55
20	0.0019	-93	14	-53
21	0.0020	-104	14	-53
22	0.0021	-98	14	-55
23	0.0022	-101	13	-50
24	0.0023	-94	16	-49
25	0.0024	-96	11	-55
26	0.0025	-105	10	-51
27	0.0026	-105	13	-50
28	0.0027	-104	16	-55
29	0.0028	-98	15	-54
30	0.0029	-104	9	-57
31	0.0030	-102	15	-58
32	0.0031	-102	16	-59
33	0.0032	-106	10	-46
34	0.0033	-94	20	-50
35	0.0034	-97	13	-58
36	0.0035	-101	10	-54
37	0.0036	-97	9	-57
38	0.0037	-96	16	-51
39	0.0038	-97	13	-50
40	0.0039	-102	10	-53
41	0.0040	-98	15	-54
42	0.0041	-97	11	-54
43	0.0042	-97	5	-49
44	0.0043	-87	16	-53
45	0.0044	-96	13	-53
46	0.0045	-108	9	-49
47	0.0046	-110	9	-51
48	0.0047	-105	16	-55
49	0.0048	-105	13	-57
50	0.0049	-106	11	-51
51	0.0050	-117	13	-44
52	0.0051	-111	6	-45
53	0.0052	-108	5	-55
54	0.0053	-97	18	-58
55	0.0054	-100	14	-51
56	0.0055	-118	10	-44
57	0.0056	-113	10	-46
58	0.0057	-102	6	-50
59	0.0058	-94	2	-57
60	0.0059	-97	10	-55
61	0.0060	-97	9	-53
62	0.0061	-105	15	-50
63	0.0062	-105	19	-53
64	0.0063	-110	13	-47
65	0.0064	-104	15	-55
66	0.0065	-102	14	-62
67	0.0066	-106	10	-51
68	0.0067	-106	10	-47
69	0.0068	-106	15	-44
70	0.0069	-108	11	-45
71	0.0070	-110	11	-50
72	0.0071	-97	16	-57
73	0.0072	-94	13	-55
74	0.0073	-102	7	-47
75	0.0074	-101	13	-47
76	0.0075	-105	9	-50
77	0.0076	-105	1	-47
78	0.0077	-98	5	-55
79	0.0078	-101	9	-47
80	0.0079	-104	9	-49
81	0.0080	-108	13	-54
82	0.0081	-100	11	-54
83	0.0082	-98	9	-51
84	0.0083	-102	11	-47
85	0.0084	-110	9	-40
86	0.0085	-105	11	-51
87	0.0086	-98	15	-57
88	0.0087	-91	11	-61
89	0.0088	-97	16	-47
90	0.0089	-106	18	-45
91	0.0090	-109	16	-45
92	0.0091	-101	15	-49
93	0.0092	-92	18	-55
94	0.0093	-97	14	-54
95	0.0094	-110	11	-47
96	0.0095	-104	10	-51
97	0.0096	-98	20	-53
98	0.0097	-101	16	-46
99	0.0098	-104	14	-44
100	0.0099	-105	14	-47

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	133	-1074	280
2	0.001	-141	987	-48
3	0.002	49	-265	202
4	0.003	-97	850	18
5	0.004	91	-282	-102
6	0.005	4	-829	32
7	0.006	84	-379	160
8	0.007	-31	-2	78
9	0.008	84	2788	220
10	0.009	135	-4	84
================================================================================

=== 采集时间: 2025-12-16 11:03:19 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-105	9	-45
2	0.0001	-108	6	-50
3	0.0002	-96	7	-50
4	0.0003	-100	14	-50
5	0.0004	-97	10	-53
6	0.0005	-96	13	-59
7	0.0006	-98	14	-55
8	0.0007	-92	10	-55
9	0.0008	-96	9	-53
10	0.0009	-93	6	-46
11	0.0010	-97	6	-47
12	0.0011	-94	10	-49
13	0.0012	-92	9	-53
14	0.0013	-100	5	-51
15	0.0014	-97	14	-57
16	0.0015	-101	13	-50
17	0.0016	-104	14	-51
18	0.0017	-98	10	-57
19	0.0018	-97	9	-53
20	0.0019	-96	13	-53
21	0.0020	-100	11	-55
22	0.0021	-104	13	-55
23	0.0022	-101	14	-46
24	0.0023	-102	13	-46
25	0.0024	-100	15	-50
26	0.0025	-98	13	-55
27	0.0026	-102	20	-55
28	0.0027	-100	18	-55
29	0.0028	-102	6	-45
30	0.0029	-102	13	-50
31	0.0030	-96	7	-49
32	0.0031	-94	15	-50
33	0.0032	-96	14	-44
34	0.0033	-98	13	-46
35	0.0034	-102	10	-47
36	0.0035	-97	11	-54
37	0.0036	-97	7	-53
38	0.0037	-101	7	-49
39	0.0038	-111	3	-38
40	0.0039	-106	3	-50
41	0.0040	-109	13	-45
42	0.0041	-96	10	-53
43	0.0042	-85	14	-55
44	0.0043	-91	13	-46
45	0.0044	-106	18	-44
46	0.0045	-97	16	-49
47	0.0046	-98	9	-54
48	0.0047	-94	14	-50
49	0.0048	-96	9	-45
50	0.0049	-106	10	-47
51	0.0050	-96	11	-51
52	0.0051	-96	7	-53
53	0.0052	-98	9	-44
54	0.0053	-98	7	-44
55	0.0054	-101	9	-45
56	0.0055	-100	5	-53
57	0.0056	-102	7	-51
58	0.0057	-108	14	-50
59	0.0058	-98	11	-51
60	0.0059	-101	7	-50
61	0.0060	-93	13	-55
62	0.0061	-100	9	-51
63	0.0062	-102	11	-46
64	0.0063	-94	10	-47
65	0.0064	-98	10	-53
66	0.0065	-92	11	-55
67	0.0066	-98	16	-51
68	0.0067	-102	11	-41
69	0.0068	-94	11	-47
70	0.0069	-96	6	-50
71	0.0070	-94	15	-50
72	0.0071	-97	13	-49
73	0.0072	-105	14	-45
74	0.0073	-102	11	-41
75	0.0074	-101	10	-44
76	0.0075	-98	18	-49
77	0.0076	-100	16	-45
78	0.0077	-108	13	-45
79	0.0078	-101	14	-46
80	0.0079	-98	19	-45
81	0.0080	-94	18	-54
82	0.0081	-96	9	-49
83	0.0082	-104	10	-44
84	0.0083	-93	13	-46
85	0.0084	-92	11	-57
86	0.0085	-96	13	-54
87	0.0086	-98	22	-46
88	0.0087	-100	16	-42
89	0.0088	-94	9	-47
90	0.0089	-85	9	-47
91	0.0090	-84	14	-57
92	0.0091	-101	13	-42
93	0.0092	-105	18	-42
94	0.0093	-96	16	-47
95	0.0094	-93	15	-53
96	0.0095	-87	19	-57
97	0.0096	-104	19	-38
98	0.0097	-110	13	-32
99	0.0098	-101	18	-49
100	0.0099	-94	14	-58

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	106	2953	118
2	0.001	122	517	141
3	0.002	46	1272	50
4	0.003	-118	227	-79
5	0.004	-40	848	42
6	0.005	117	-401	167
7	0.006	136	-159	77
8	0.007	-137	1241	-62
9	0.008	-110	1035	-67
10	0.009	87	1167	145
================================================================================

=== 采集时间: 2025-12-16 11:03:19 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-100	9	-51
2	0.0001	-100	7	-51
3	0.0002	-97	13	-45
4	0.0003	-98	13	-47
5	0.0004	-92	11	-55
6	0.0005	-92	9	-55
7	0.0006	-97	15	-49
8	0.0007	-102	15	-45
9	0.0008	-104	11	-42
10	0.0009	-94	6	-55
11	0.0010	-94	1	-57
12	0.0011	-97	6	-46
13	0.0012	-94	10	-42
14	0.0013	-96	10	-44
15	0.0014	-97	14	-50
16	0.0015	-104	9	-47
17	0.0016	-97	14	-47
18	0.0017	-94	16	-46
19	0.0018	-96	6	-47
20	0.0019	-94	7	-50
21	0.0020	-102	6	-47
22	0.0021	-110	15	-53
23	0.0022	-113	18	-45
24	0.0023	-109	16	-45
25	0.0024	-108	14	-57
26	0.0025	-106	6	-54
27	0.0026	-110	13	-55
28	0.0027	-108	15	-51
29	0.0028	-111	6	-45
30	0.0029	-106	6	-49
31	0.0030	-102	10	-54
32	0.0031	-100	13	-54
33	0.0032	-98	14	-58
34	0.0033	-101	11	-55
35	0.0034	-98	11	-53
36	0.0035	-104	6	-51
37	0.0036	-97	15	-49
38	0.0037	-96	13	-51
39	0.0038	-101	1	-49
40	0.0039	-93	6	-58
41	0.0040	-101	9	-61
42	0.0041	-105	15	-51
43	0.0042	-102	18	-47
44	0.0043	-106	14	-47
45	0.0044	-106	9	-47
46	0.0045	-102	14	-61
47	0.0046	-101	13	-61
48	0.0047	-101	9	-55
49	0.0048	-102	15	-50
50	0.0049	-114	14	-46
51	0.0050	-101	6	-49
52	0.0051	-98	6	-53
53	0.0052	-101	6	-53
54	0.0053	-97	5	-58
55	0.0054	-101	9	-58
56	0.0055	-110	5	-51
57	0.0056	-102	7	-50
58	0.0057	-106	9	-53
59	0.0058	-105	5	-46
60	0.0059	-106	5	-49
61	0.0060	-101	13	-49
62	0.0061	-104	9	-51
63	0.0062	-110	10	-47
64	0.0063	-106	7	-41
65	0.0064	-98	10	-47
66	0.0065	-100	5	-51
67	0.0066	-97	14	-50
68	0.0067	-102	16	-49
69	0.0068	-108	10	-44
70	0.0069	-108	5	-46
71	0.0070	-98	10	-54
72	0.0071	-91	13	-50
73	0.0072	-101	6	-47
74	0.0073	-104	3	-45
75	0.0074	-97	11	-57
76	0.0075	-105	2	-55
77	0.0076	-101	10	-50
78	0.0077	-96	15	-44
79	0.0078	-108	9	-44
80	0.0079	-104	10	-44
81	0.0080	-94	10	-55
82	0.0081	-91	19	-53
83	0.0082	-98	13	-45
84	0.0083	-106	7	-38
85	0.0084	-104	14	-44
86	0.0085	-104	14	-53
87	0.0086	-97	11	-51
88	0.0087	-98	14	-42
89	0.0088	-105	10	-40
90	0.0089	-105	13	-41
91	0.0090	-91	14	-54
92	0.0091	-87	20	-51
93	0.0092	-93	23	-45
94	0.0093	-101	19	-37
95	0.0094	-106	14	-46
96	0.0095	-91	13	-53
97	0.0096	-93	14	-61
98	0.0097	-106	9	-40
99	0.0098	-109	14	-41
100	0.0099	-110	13	-45

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	-79	-374	-61
2	0.001	118	397	111
3	0.002	108	-5	122
4	0.003	-93	617	16
5	0.004	-114	1175	32
6	0.005	-55	-973	-40
7	0.006	-50	-387	57
8	0.007	106	-334	173
9	0.008	-92	3144	-95
10	0.009	109	560	-67
================================================================================

=== 采集时间: 2025-12-16 11:03:20 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-98	10	-51
2	0.0001	-113	13	-46
3	0.0002	-114	14	-38
4	0.0003	-110	14	-50
5	0.0004	-101	15	-58
6	0.0005	-93	11	-59
7	0.0006	-98	7	-50
8	0.0007	-106	9	-44
9	0.0008	-105	11	-45
10	0.0009	-102	9	-51
11	0.0010	-92	9	-61
12	0.0011	-98	14	-47
13	0.0012	-101	14	-47
14	0.0013	-97	7	-46
15	0.0014	-96	6	-58
16	0.0015	-92	9	-53
17	0.0016	-97	9	-49
18	0.0017	-106	9	-44
19	0.0018	-97	6	-55
20	0.0019	-97	1	-61
21	0.0020	-94	2	-57
22	0.0021	-98	11	-49
23	0.0022	-106	9	-40
24	0.0023	-104	9	-46
25	0.0024	-101	7	-51
26	0.0025	-98	13	-62
27	0.0026	-101	14	-47
28	0.0027	-101	14	-49
29	0.0028	-100	7	-50
30	0.0029	-101	13	-51
31	0.0030	-101	13	-45
32	0.0031	-97	16	-46
33	0.0032	-97	14	-49
34	0.0033	-97	14	-46
35	0.0034	-98	18	-50
36	0.0035	-101	15	-46
37	0.0036	-101	9	-41
38	0.0037	-92	18	-45
39	0.0038	-92	19	-49
40	0.0039	-101	13	-46
41	0.0040	-96	14	-53
42	0.0041	-92	19	-55
43	0.0042	-96	11	-49
44	0.0043	-110	10	-46
45	0.0044	-108	16	-53
46	0.0045	-101	5	-62
47	0.0046	-98	5	-58
48	0.0047	-91	15	-55
49	0.0048	-105	11	-50
50	0.0049	-110	9	-49
51	0.0050	-100	9	-57
52	0.0051	-92	10	-58
53	0.0052	-89	11	-53
54	0.0053	-97	11	-51
55	0.0054	-102	9	-49
56	0.0055	-96	7	-54
57	0.0056	-92	9	-53
58	0.0057	-93	14	-47
59	0.0058	-96	13	-47
60	0.0059	-102	9	-46
61	0.0060	-97	10	-54
62	0.0061	-105	9	-46
63	0.0062	-115	10	-41
64	0.0063	-110	7	-41
65	0.0064	-101	6	-57
66	0.0065	-96	7	-50
67	0.0066	-96	11	-53
68	0.0067	-109	7	-40
69	0.0068	-104	9	-49
70	0.0069	-96	9	-54
71	0.0070	-92	11	-59
72	0.0071	-96	15	-46
73	0.0072	-102	14	-47
74	0.0073	-101	10	-45
75	0.0074	-94	9	-54
76	0.0075	-96	10	-55
77	0.0076	-96	16	-51
78	0.0077	-105	15	-45
79	0.0078	-101	13	-44
80	0.0079	-102	9	-47
81	0.0080	-101	13	-51
82	0.0081	-101	20	-42
83	0.0082	-102	14	-45
84	0.0083	-108	13	-41
85	0.0084	-105	10	-45
86	0.0085	-100	15	-55
87	0.0086	-94	14	-55
88	0.0087	-98	10	-47
89	0.0088	-97	7	-49
90	0.0089	-102	14	-50
91	0.0090	-100	11	-50
92	0.0091	-97	10	-54
93	0.0092	-93	13	-49
94	0.0093	-96	15	-47
95	0.0094	-96	10	-57
96	0.0095	-92	7	-47
97	0.0096	-91	10	-53
98	0.0097	-96	18	-46
99	0.0098	-102	19	-44
100	0.0099	-92	19	-50

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	-25	-600	129
2	0.001	31	-372	136
3	0.002	131	2917	49
4	0.003	15	988	48
5	0.004	149	993	110
6	0.005	-105	881	-23
7	0.006	131	361	162
8	0.007	-143	-120	-85
9	0.008	139	-263	120
10	0.009	-44	1904	78
================================================================================

=== 采集时间: 2025-12-16 11:03:20 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-106	19	-40
2	0.0001	-91	13	-54
3	0.0002	-98	9	-54
4	0.0003	-94	5	-50
5	0.0004	-98	5	-50
6	0.0005	-96	11	-51
7	0.0006	-89	10	-50
8	0.0007	-108	9	-40
9	0.0008	-100	14	-47
10	0.0009	-98	10	-51
11	0.0010	-97	10	-49
12	0.0011	-92	19	-50
13	0.0012	-106	10	-40
14	0.0013	-101	9	-44
15	0.0014	-98	6	-55
16	0.0015	-100	7	-51
17	0.0016	-94	13	-46
18	0.0017	-108	16	-46
19	0.0018	-98	14	-47
20	0.0019	-94	6	-53
21	0.0020	-93	11	-51
22	0.0021	-92	18	-45
23	0.0022	-108	13	-38
24	0.0023	-97	15	-49
25	0.0024	-92	10	-50
26	0.0025	-96	9	-51
27	0.0026	-93	19	-46
28	0.0027	-105	15	-45
29	0.0028	-100	9	-44
30	0.0029	-96	13	-46
31	0.0030	-94	19	-45
32	0.0031	-93	19	-45
33	0.0032	-94	16	-41
34	0.0033	-92	18	-47
35	0.0034	-96	3	-46
36	0.0035	-101	6	-50
37	0.0036	-91	13	-50
38	0.0037	-100	10	-49
39	0.0038	-97	10	-41
40	0.0039	-98	14	-50
41	0.0040	-94	10	-54
42	0.0041	-92	11	-47
43	0.0042	-97	14	-46
44	0.0043	-100	7	-40
45	0.0044	-100	3	-55
46	0.0045	-94	13	-59
47	0.0046	-92	11	-51
48	0.0047	-102	11	-38
49	0.0048	-113	19	-36
50	0.0049	-102	10	-38
51	0.0050	-85	14	-58
52	0.0051	-88	10	-54
53	0.0052	-94	15	-45
54	0.0053	-94	14	-45
55	0.0054	-92	10	-46
56	0.0055	-92	14	-54
57	0.0056	-92	7	-51
58	0.0057	-100	9	-42
59	0.0058	-100	14	-51
60	0.0059	-102	9	-50
61	0.0060	-102	14	-46
62	0.0061	-106	15	-45
63	0.0062	-111	10	-40
64	0.0063	-104	9	-50
65	0.0064	-97	7	-62
66	0.0065	-101	9	-47
67	0.0066	-110	15	-42
68	0.0067	-113	9	-42
69	0.0068	-106	7	-45
70	0.0069	-97	11	-50
71	0.0070	-89	19	-58
72	0.0071	-100	13	-49
73	0.0072	-104	13	-46
74	0.0073	-101	14	-45
75	0.0074	-98	7	-49
76	0.0075	-98	9	-47
77	0.0076	-100	14	-49
78	0.0077	-98	10	-45
79	0.0078	-98	7	-49
80	0.0079	-93	7	-46
81	0.0080	-94	19	-49
82	0.0081	-98	14	-45
83	0.0082	-98	13	-46
84	0.0083	-94	7	-44
85	0.0084	-96	13	-46
86	0.0085	-100	14	-51
87	0.0086	-97	9	-47
88	0.0087	-92	15	-47
89	0.0088	-94	18	-44
90	0.0089	-102	11	-42
91	0.0090	-94	14	-51
92	0.0091	-89	14	-54
93	0.0092	-96	10	-47
94	0.0093	-98	14	-49
95	0.0094	-96	9	-54
96	0.0095	-97	11	-54
97	0.0096	-97	14	-51
98	0.0097	-105	16	-46
99	0.0098	-106	15	-47
100	0.0099	-98	9	-58

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	93	-100	29
2	0.001	108	-886	9
3	0.002	121	1837	221
4	0.003	22	1079	175
5	0.004	-89	702	-24
6	0.005	131	-1645	124
7	0.006	-67	-725	-79
8	0.007	-52	-10	-73
9	0.008	153	-478	20
10	0.009	-51	471	-85
================================================================================

=== 采集时间: 2025-12-16 11:03:20 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-97	13	-47
2	0.0001	-93	14	-57
3	0.0002	-94	7	-44
4	0.0003	-96	13	-44
5	0.0004	-96	14	-40
6	0.0005	-106	9	-47
7	0.0006	-101	19	-51
8	0.0007	-97	13	-55
9	0.0008	-105	11	-50
10	0.0009	-102	11	-51
11	0.0010	-102	11	-51
12	0.0011	-102	9	-50
13	0.0012	-100	9	-45
14	0.0013	-98	15	-47
15	0.0014	-102	14	-54
16	0.0015	-108	11	-50
17	0.0016	-100	14	-51
18	0.0017	-98	13	-55
19	0.0018	-100	10	-49
20	0.0019	-97	15	-50
21	0.0020	-101	9	-53
22	0.0021	-100	13	-46
23	0.0022	-92	14	-47
24	0.0023	-88	18	-57
25	0.0024	-97	14	-45
26	0.0025	-106	15	-50
27	0.0026	-110	13	-50
28	0.0027	-98	6	-50
29	0.0028	-89	9	-57
30	0.0029	-96	3	-57
31	0.0030	-111	5	-41
32	0.0031	-110	16	-46
33	0.0032	-93	15	-54
34	0.0033	-89	11	-57
35	0.0034	-98	7	-50
36	0.0035	-113	9	-45
37	0.0036	-105	3	-47
38	0.0037	-100	6	-57
39	0.0038	-96	10	-53
40	0.0039	-106	11	-46
41	0.0040	-110	10	-50
42	0.0041	-105	11	-53
43	0.0042	-96	11	-55
44	0.0043	-98	15	-53
45	0.0044	-110	13	-46
46	0.0045	-113	11	-42
47	0.0046	-108	14	-49
48	0.0047	-102	9	-55
49	0.0048	-105	6	-51
50	0.0049	-105	13	-53
51	0.0050	-109	14	-47
52	0.0051	-110	9	-44
53	0.0052	-97	11	-46
54	0.0053	-96	9	-51
55	0.0054	-96	5	-45
56	0.0055	-100	10	-53
57	0.0056	-100	14	-57
58	0.0057	-102	3	-50
59	0.0058	-102	2	-49
60	0.0059	-97	10	-55
61	0.0060	-97	13	-57
62	0.0061	-94	10	-54
63	0.0062	-98	10	-44
64	0.0063	-109	15	-36
65	0.0064	-113	9	-45
66	0.0065	-98	9	-53
67	0.0066	-98	7	-59
68	0.0067	-101	13	-47
69	0.0068	-106	9	-51
70	0.0069	-105	6	-51
71	0.0070	-97	5	-55
72	0.0071	-93	10	-55
73	0.0072	-94	9	-51
74	0.0073	-100	6	-42
75	0.0074	-97	7	-47
76	0.0075	-96	10	-55
77	0.0076	-92	14	-53
78	0.0077	-91	13	-53
79	0.0078	-96	7	-46
80	0.0079	-101	10	-46
81	0.0080	-102	7	-44
82	0.0081	-96	19	-51
83	0.0082	-84	11	-50
84	0.0083	-93	11	-47
85	0.0084	-111	15	-42
86	0.0085	-114	16	-44
87	0.0086	-108	9	-49
88	0.0087	-89	11	-59
89	0.0088	-89	6	-50
90	0.0089	-114	16	-40
91	0.0090	-114	15	-41
92	0.0091	-102	13	-47
93	0.0092	-92	18	-55
94	0.0093	-100	9	-53
95	0.0094	-110	11	-41
96	0.0095	-105	13	-51
97	0.0096	-96	6	-57
98	0.0097	-94	5	-45
99	0.0098	-102	11	-44
100	0.0099	-106	18	-42

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	-62	477	77
2	0.001	135	40	15
3	0.002	-100	1322	23
4	0.003	-55	-979	-23
5	0.004	-26	-636	78
6	0.005	-37	-259	-35
7	0.006	-59	1977	-104
8	0.007	3	2097	76
9	0.008	97	411	-22
10	0.009	-86	1648	-83
================================================================================

=== 采集时间: 2025-12-16 11:03:21 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-97	13	-61
2	0.0001	-101	13	-50
3	0.0002	-104	13	-42
4	0.0003	-101	10	-45
5	0.0004	-96	7	-53
6	0.0005	-94	13	-55
7	0.0006	-105	9	-54
8	0.0007	-105	11	-45
9	0.0008	-96	14	-54
10	0.0009	-94	14	-53
11	0.0010	-101	11	-49
12	0.0011	-101	16	-46
13	0.0012	-105	13	-46
14	0.0013	-101	9	-49
15	0.0014	-94	9	-58
16	0.0015	-94	13	-58
17	0.0016	-102	11	-47
18	0.0017	-111	9	-41
19	0.0018	-101	10	-45
20	0.0019	-96	5	-55
21	0.0020	-93	5	-49
22	0.0021	-96	13	-47
23	0.0022	-97	13	-51
24	0.0023	-94	10	-51
25	0.0024	-91	9	-55
26	0.0025	-96	9	-49
27	0.0026	-97	14	-41
28	0.0027	-92	13	-51
29	0.0028	-89	6	-55
30	0.0029	-91	9	-58
31	0.0030	-98	13	-50
32	0.0031	-105	11	-50
33	0.0032	-101	9	-46
34	0.0033	-94	9	-55
35	0.0034	-100	11	-58
36	0.0035	-110	14	-47
37	0.0036	-110	16	-47
38	0.0037	-104	13	-47
39	0.0038	-102	10	-53
40	0.0039	-105	11	-47
41	0.0040	-96	9	-53
42	0.0041	-92	18	-50
43	0.0042	-92	10	-49
44	0.0043	-88	14	-50
45	0.0044	-89	20	-53
46	0.0045	-98	18	-45
47	0.0046	-102	14	-46
48	0.0047	-102	9	-49
49	0.0048	-97	2	-55
50	0.0049	-93	13	-55
51	0.0050	-97	18	-45
52	0.0051	-109	19	-37
53	0.0052	-111	14	-37
54	0.0053	-102	13	-46
55	0.0054	-96	16	-55
56	0.0055	-96	11	-55
57	0.0056	-109	14	-42
58	0.0057	-113	11	-33
59	0.0058	-102	10	-40
60	0.0059	-89	16	-51
61	0.0060	-94	13	-50
62	0.0061	-104	14	-44
63	0.0062	-104	14	-44
64	0.0063	-98	9	-50
65	0.0064	-89	9	-47
66	0.0065	-87	10	-49
67	0.0066	-106	14	-40
68	0.0067	-111	9	-41
69	0.0068	-97	10	-55
70	0.0069	-89	10	-64
71	0.0070	-97	6	-51
72	0.0071	-106	14	-44
73	0.0072	-98	13	-42
74	0.0073	-96	10	-45
75	0.0074	-96	9	-49
76	0.0075	-94	14	-53
77	0.0076	-105	13	-47
78	0.0077	-108	10	-46
79	0.0078	-97	14	-47
80	0.0079	-101	9	-50
81	0.0080	-100	7	-44
82	0.0081	-96	13	-42
83	0.0082	-94	19	-44
84	0.0083	-94	16	-42
85	0.0084	-94	16	-51
86	0.0085	-92	16	-45
87	0.0086	-94	16	-49
88	0.0087	-97	14	-45
